Gemeinde,Einwohner,Website,Contact Name,Email,Phone,Email Status,Notes
Ihringen,  6 266,https://ihringen.de,,,,,
"Falkenberg/Elster, Stadt",  6 263,https://falkenberg-elster.de,,,,,
Muggensturm,  6 259,https://muggensturm.de,,,,,
"Großalmerode, Stadt",  6 255,https://grossalmerode.de,,,,,
"Dohna, Stadt",  6 249,https://stadt-dohna.de,,,,,
Beelen,  6 247,https://beelen.de,,,,,
"Vogtsburg im Kaiserstuhl, Stadt",  6 242,https://vogtsburg.de,,,,,
"Bad Marienberg (Westerwald), Stadt",  6 238,https://bad-marienberg.de,,,,,
"Dornhan, Stadt",  6 238,https://dornhan.de,,,,,
Hohenstein,  6 235,No Website,,,,,
Michelau i.OFr.,  6 233,https://michelau.de,,,,,
"Plau am See, Stadt",  6 231,https://plau-am-see.de,,,,,
"Windsbach, St",  6 225,https://windsbach.de,,,,,
"Adelebsen, Flecken",  6 224,https://adelebsen.de,,,,,
Kirchheim am Neckar,  6 224,https://kirchheim-neckar.de,,,,,
"Hachenburg, Stadt",  6 223,https://hachenburg.de,,,,,
Niedergörsdorf,  6 220,No Website,,,,,
"Edertal, Nationalparkgemeinde",  6 220,No Website,,,,,
Litzendorf,  6 220,https://litzendorf.de,,,,,
Ebersdorf b.Coburg,  6 218,https://ebersdorf.de,,,,,
Pentling,  6 213,https://pentling.de,,,,,
"Beilstein, Stadt",  6 210,https://beilstein.de,,,,,
"Dietfurt a.d.Altmühl, St",  6 208,https://dietfurt.de,,,,,
Rohrbach,  6 207,https://rohrbach-pfalz.de,,,,,
"Riedenburg, St",  6 206,https://riedenburg.de,,,,,
Birstein,  6 203,No Website,,,,,
Hanstedt,  6 193,No Website,,,,,
Moosinning,  6 189,https://moosinning.de,,,,,
Hüttlingen,  6 185,https://huettlingen.de,,,,,
"Bechhofen, M",  6 185,No Website,,,,,
"Lübz, Stadt",  6 183,https://luebz.de,,,,,
Lossatal,  6 178,No Website,,,,,
"Alpirsbach, Stadt",  6 177,https://alpirsbach.de,,,,,
Kappelrodeck,  6 176,https://kappelrodeck.de,,,,,
Mainhardt,  6 168,https://mainhardt.de,,,,,
"Emskirchen, M",  6 168,https://emskirchen.de,,,,,
Sehmatal,  6 167,https://sehmatal.de,,,,,
Westhausen,  6 164,https://westhausen.de,,,,,
"Nieheim, Stadt",  6 157,https://nieheim.de,,,,,
Hofbieber,  6 150,https://hofbieber.de,,,,,
Bickenbach,  6 148,No Website,,,,,
Gmund a.Tegernsee,  6 147,No Website,,,,,
"Meersburg, Stadt",  6 142,https://meersburg.de,,,,,
"Schlüsselfeld, St",  6 137,https://schluesselfeld.de,,,,,
"Bad Hönningen, Stadt",  6 133,No Website,,,,,
Lichtentanne,  6 129,No Website,,,,,
"Spangenberg, Liebenbachstadt",  6 122,https://spangenberg.de,,,,,
Butjadingen,  6 121,https://butjadingen.de,,,,,
"Bad Königshofen i.Grabfeld, St",  6 113,https://bad-koenigshofen.de,,,,,
Königsfeld im Schwarzwald,  6 111,https://koenigsfeld.de,,,,,
Mengkofen,  6 107,https://mengkofen.de,,,,,
Allershausen,  6 104,https://allershausen.de,,,,,
Sittensen,  6 102,https://sittensen.de,,,,,
Sickte,  6 092,https://sickte.de,,,,,
Karlshuld,  6 091,No Website,,,,,
Kalefeld,  6 089,https://kalefeld.de,,,,,
Tarp,  6 088,https://tarp.de,,,,,
Buttenwiesen,  6 083,https://buttenwiesen.de,,,,,
Satow,  6 079,No Website,,,,,
"Biesenthal, Stadt",  6 079,https://biesenthal.de,,,,,
Bischberg,  6 077,https://bischberg.de,,,,,
Rühen,  6 071,https://ruehen.de,,,,,
"Untergriesbach, M",  6 071,No Website,,,,,
"Schirgiswalde-Kirschau, Stadt",  6 057,No Website,,,,,
Billigheim,  6 057,https://billigheim.de,,,,,
Hörselberg-Hainich,  6 055,https://hoerselberg-hainich.de,,,,,
Kirchardt,  6 054,https://kirchardt.de,,,,,
Niedereschach,  6 049,https://niedereschach.de,,,,,
"Gransee, Stadt",  6 046,https://gransee.de,,,,,
"Marne, Stadt",  6 037,No Website,,,,,
Burkhardtsdorf,  6 035,https://burkhardtsdorf.de,,,,,
"Bad Blankenburg, Stadt",  6 029,https://bad-blankenburg.de,,,,,
Ispringen,  6 018,https://ispringen.de,,,,,
"Bräunlingen, Stadt",  6 014,https://braeunlingen.de,,,,,
Schliengen,  6 009,https://schliengen.de,,,,,
Dudenhofen,  6 008,No Website,,,,,
Schäftlarn,  6 007,No Website,,,,,
"Haiterbach, Stadt",  6 005,https://haiterbach.de,,,,,
"Neustadt a.d.Waldnaab, St",  6 001,https://neustadt-waldnaab.de,,,,,
"Kipfenberg, M",  5 997,https://kipfenberg.de,,,,,
Schwarmstedt,  5 994,https://schwarmstedt.de,,,,,
"Norderney, Stadt",  5 992,https://norderney.de,,,,,
Eutingen im Gäu,  5 986,https://eutingen-im-gaeu.de,,,,,
Kronau,  5 983,https://kronau.de,,,,,
Karstädt,  5 980,No Website,,,,,
Oberthal,  5 978,No Website,,,,,
Hohenlockstedt,  5 977,https://hohenlockstedt.de,,,,,
"Dierdorf, Stadt",  5 977,No Website,,,,,
"An der Schmücke, Stadt",  5 973,No Website,,,,,
Bad Emstal,  5 967,https://bad-emstal.de,,,,,
"Nienburg (Saale), Stadt",  5 966,No Website,,,,,
Rohrdorf,  5 965,No Website,,,,,
Pliening,  5 962,https://pliening.de,,,,,
Waldsee,  5 960,No Website,,,,,
"Geislingen, Stadt",  5 957,https://geislingen.de,,,,,
"Großbreitenbach, Stadt",  5 956,https://grossbreitenbach.de,,,,,
Umkirch,  5 954,https://umkirch.de,,,,,
"Thalheim/Erzgeb., Stadt",  5 948,https://thalheim-erzgeb.de,,,,,
"Bad Birnbach, M",  5 947,No Website,,,,,
Geltendorf,  5 939,https://geltendorf.de,,,,,
Nesse-Apfelstädt,  5 936,https://nesse-apfelstaedt.de,,,,,
Plaidt,  5 936,https://plaidt.de,,,,,
"Langquaid, M",  5 929,https://langquaid.de,,,,,
Waakirchen,  5 923,https://waakirchen.de,,,,,
Löchgau,  5 920,https://loechgau.de,,,,,
"Schrozberg, Stadt",  5 908,No Website,,,,,
Nufringen,  5 905,https://nufringen.de,,,,,
"Nottertal-Heilinger Höhen, Stadt",  5 899,https://thueringen.de,,,,,
Floh-Seligenthal,  5 898,https://floh-seligenthal.de,,,,,
Jade,  5 897,https://gemeinde-jade.de,,,,,
Sontheim an der Brenz,  5 897,https://sontheim-brenz.de,,,,,
Speichersdorf,  5 886,https://speichersdorf.de,,,,,
"Westerburg, Stadt",  5 883,https://stadt-westerburg.de,,,,,
Waldbrunn (Westerwald),  5 877,https://waldbrunn-westerwald.de,,,,,
Elztal,  5 870,https://elztal.de,,,,,
"Tittmoning, St",  5 868,https://tittmoning.de,,,,,
Mudersbach,  5 857,https://mudersbach.de,,,,,
Limeshain,  5 856,https://limeshain.de,,,,,
Wusterhausen/Dosse,  5 854,No Website,,,,,
Hebertshausen,  5 854,https://hebertshausen.de,,,,,
Echzell,  5 852,https://echzell.de,,,,,
Bodelshausen,  5 851,https://bodelshausen.de,,,,,
"Herrnhut, Stadt",  5 849,https://herrnhut.de,,,,,
Ober-Mörlen,  5 847,https://ober-moerlen.de,,,,,
Dasing,  5 846,https://dasing.de,,,,,
Haimhausen,  5 845,https://haimhausen.de,,,,,
Horst (Holstein),  5 837,https://horst-holstein.de,,,,,
"Treffurt, Stadt",  5 834,https://treffurt.de,,,,,
"Münzenberg, Stadt",  5 832,https://muenzenberg.de,,,,,
Lingenfeld,  5 832,https://lingenfeld.de,,,,,
"Pyrbaum, M",  5 831,https://pyrbaum.de,,,,,
"Oberlungwitz, Stadt",  5 827,https://oberlungwitz.de,,,,,
"Bad Grönenbach, M",  5 817,No Website,,,,,
"Fürstenberg/Havel, Stadt",  5 816,https://fuerstenberg-havel.de,,,,,
"Weidenberg, M",  5 816,https://weidenberg.de,,,,,
Uelsen,  5 815,https://uelsen.de,,,,,
"Leun, Stadt",  5 813,https://leun.de,,,,,
Barbing,  5 813,https://barbing.de,,,,,
"Brotterode-Trusetal, Stadt",  5 810,https://brotterode-trusetal.de,,,,,
Sibbesse,  5 810,https://sibbesse.de,,,,,
Blaichach,  5 809,https://blaichach.de,,,,,
Allendorf (Eder),  5 808,https://allendorf-eder.de,,,,,
Rottach-Egern,  5 807,https://bayern.de,,,,,
"Stavenhagen, Reuterstadt, Stadt",  5 803,No Website,,,,,
"Neubulach, Stadt",  5 796,https://neubulach.de,,,,,
"Greußen, Stadt",  5 793,https://greussen.de,,,,,
"Mügeln, Stadt",  5 792,No Website,,,,,
Eschede,  5 792,https://eschede.de,,,,,
"Grebenstein, Stadt",  5 790,https://grebenstein.de,,,,,
Beselich,  5 789,https://beselich.de,,,,,
"Hausach, Stadt",  5 788,https://hausach.de,,,,,
"Wemding, St",  5 781,https://wemding.de,,,,,
Kolitzheim,  5 776,https://kolitzheim.de,,,,,
Tacherting,  5 775,No Website,,,,,
"Babenhausen, M",  5 774,https://babenhausen.de,,,,,
"Mengerskirchen, Marktflecken",  5 764,https://mengerskirchen.de,,,,,
"Isen, M",  5 760,https://isen.de,,,,,
Sersheim,  5 757,https://sersheim.de,,,,,
Dietramszell,  5 757,https://dietramszell.de,,,,,
Helsa,  5 755,No Website,,,,,
Zeitlarn,  5 754,https://zeitlarn.de,,,,,
Fischbachau,  5 754,https://fischbachau.de,,,,,
Tegernheim,  5 750,https://tegernheim.de,,,,,
Neuenkirchen,  5 749,No Website,,,,,
"Wartenberg, M",  5 749,No Website,,,,,
"Traben-Trarbach, Stadt",  5 748,No Website,,,,,
Aschau i.Chiemgau,  5 743,https://aschau.de,,,,,
"Giebelstadt, M",  5 739,No Website,,,,,
"Bredstedt, Stadt",  5 736,https://bredstedt.de,,,,,
"Bad Lobenstein, Stadt",  5 733,https://bad-lobenstein.de,,,,,
Satteldorf,  5 733,https://satteldorf.de,,,,,
"Kastellaun, Stadt",  5 732,https://kastellaun.de,,,,,
"Waibstadt, Stadt",  5 728,https://waibstadt.de,,,,,
"Stadtoldendorf, Stadt",  5 726,https://stadtoldendorf.de,,,,,
"Markt Erlbach, M",  5 719,https://markt-erlbach.de,,,,,
Himmelpforten,  5 717,No Website,,,,,
"Kaltennordheim, Stadt",  5 716,https://kaltennordheim.de,,,,,
"Dietenhofen, M",  5 716,https://dietenhofen.de,,,,,
"Grünhain-Beierfeld, Stadt",  5 712,No Website,,,,,
Kuchen,  5 706,https://kuchen.de,,,,,
Bruckberg,  5 703,No Website,,,,,
Schönenberg-Kübelberg,  5 702,https://schoenenberg-kuebelberg.de,,,,,
Baltmannsweiler,  5 701,https://baltmannsweiler.de,,,,,
Weischlitz,  5 700,https://weischlitz.de,,,,,
Hambergen,  5 697,No Website,,,,,
Oberboihingen,  5 696,https://oberboihingen.de,,,,,
Bobritzsch-Hilbersdorf,  5 695,https://bobritzsch-hilbersdorf.de,,,,,
Kirchentellinsfurt,  5 689,https://kirchentellinsfurt.de,,,,,
"Rochlitz, Stadt",  5 688,https://rochlitz.de,,,,,
"Wolfach, Stadt",  5 688,https://wolfach.de,,,,,
"Wittichenau / Kulow, Stadt",  5 686,https://wittichenau.de,,,,,
Nackenheim,  5 686,https://nackenheim.de,,,,,
"Schwarzheide, Stadt",  5 681,https://schwarzheide.de,,,,,
"Kleinwallstadt, M",  5 680,No Website,,,,,
"Leutershausen, St",  5 669,https://leutershausen.de,,,,,
Rot am See,  5 668,https://rotamsee.de,,,,,
Schönau a.Königssee,  5 668,No Website,,,,,
Wesendorf,  5 667,https://wesendorf.de,,,,,
Bessenbach,  5 667,https://bessenbach.de,,,,,
"Zeil a.Main, St",  5 662,https://zeil-am-main.de,,,,,
Dörpen,  5 660,https://doerpen.de,,,,,
"Schöppenstedt, Stadt",  5 653,https://schoeppenstedt.de,,,,,
Böhmenkirch,  5 649,https://boehmenkirch.de,,,,,
"Beratzhausen, M",  5 648,No Website,,,,,
"Wernberg-Köblitz, M",  5 647,No Website,,,,,
"Hirschau, St",  5 643,https://hirschau.de,,,,,
"Wirges, Stadt",  5 641,https://wirges.de,,,,,
Pöcking,  5 641,https://poecking.de,,,,,
Lamspringe,  5 637,https://lamspringe.de,,,,,
Schöntal,  5 636,https://schoental.de,,,,,
Horgenzell,  5 635,https://horgenzell.de,,,,,
Kippenheim,  5 635,https://kippenheim.de,,,,,
"Bodenwerder, Münchhausenstadt",  5 634,No Website,,,,,
Kumhausen,  5 629,https://kumhausen.de,,,,,
"Seelow, Stadt",  5 628,https://seelow.de,,,,,
"Mellrichstadt, St",  5 622,https://mellrichstadt.de,,,,,
"Kemnath, St",  5 622,https://kemnath.de,,,,,
Frankenblick,  5 617,https://thueringen.de,,,,,
"Grabow, Stadt",  5 615,https://grabow.de,,,,,
Altenkunstadt,  5 614,https://altenkunstadt.de,,,,,
Saal a.d.Donau,  5 614,https://saal-donau.de,,,,,
"Harburg (Schwaben), St",  5 612,No Website,,,,,
Dietzhölztal,  5 611,https://dietzhoelztal.de,,,,,
"Abenberg, St",  5 607,https://abenberg.de,,,,,
Hambrücken,  5 604,https://hambruecken.de,,,,,
Odelzhausen,  5 604,https://odelzhausen.de,,,,,
Schweitenkirchen,  5 604,https://schweitenkirchen.de,,,,,
Affing,  5 599,https://affing.de,,,,,
Lohra,  5 597,https://lohra.de,,,,,
Baar-Ebenhausen,  5 597,https://baar-ebenhausen.de,,,,,
Ahlerstedt,  5 595,No Website,,,,,
Ochtendung,  5 595,https://ochtendung.de,,,,,
"Nandlstadt, M",  5 587,No Website,,,,,
"Braunlage, Stadt",  5 585,https://braunlage.de,,,,,
Grabfeld,  5 582,https://grabfeld.de,,,,,
Brunnthal,  5 580,https://brunnthal.de,,,,,
"Niedenstein, Stadt",  5 577,https://niedenstein.de,,,,,
Saaldorf-Surheim,  5 577,https://saaldorf-surheim.de,,,,,
Dettenhausen,  5 573,https://dettenhausen.de,,,,,
Ludwigsau,  5 569,https://ludwigsau.de,,,,,
Riedering,  5 565,https://riedering.de,,,,,
Aying,  5 563,No Website,,,,,
"Neudenau, Stadt",  5 561,https://neudenau.de,,,,,
"Stolpen, Stadt",  5 559,https://stolpen.de,,,,,
"Heimsheim, Stadt",  5 553,https://heimsheim.de,,,,,
"Ebensfeld, M",  5 552,https://ebensfeld.de,,,,,
Igersheim,  5 550,https://igersheim.de,,,,,
Esterwegen,  5 546,https://esterwegen.de,,,,,
"Binz, Ostseebad",  5 545,No Website,,,,,
Weßling,  5 543,https://gemeinde-wessling.de,,,,,
"Wegscheid, M",  5 542,No Website,,,,,
"Bad Gottleuba-Berggießhübel, Stadt",  5 541,https://badgottleuba-berggiesshuebel.de,,,,,
"Wilhermsdorf, M",  5 538,No Website,,,,,
"Prüm, Stadt",  5 536,https://pruem.de,,,,,
"Stühlingen, Stadt",  5 527,No Website,,,,,
Walluf,  5 523,https://walluf.de,,,,,
Zeithain,  5 520,https://zeithain.de,,,,,
"Hagenbach, Stadt",  5 518,https://hagenbach.de,,,,,
"Vöhl, Nationalparkgemeinde",  5 517,https://voehl.de,,,,,
"Gersfeld (Rhön), Stadt",  5 516,https://gersfeld.de,,,,,
Gemmingen,  5 516,No Website,,,,,
"Drebkau/Drjowk, Stadt",  5 511,https://drebkau.de,,,,,
Großpösna,  5 508,No Website,,,,,
Ofterdingen,  5 508,https://ofterdingen.de,,,,,
Bötzingen,  5 506,https://boetzingen.de,,,,,
Piding,  5 506,No Website,,,,,
Uhlstädt-Kirchhasel,  5 505,https://uhlstaedt-kirchhasel.de,,,,,
Neuberg,  5 505,No Website,,,,,
Walddorfhäslach,  5 505,https://walddorfhaeslach.de,,,,,
"Großschirma, Stadt",  5 502,No Website,,,,,
"Battenberg (Eder), Stadt",  5 500,https://battenberg-eder.de,,,,,
Küssaberg,  5 500,No Website,,,,,
Niederorschel,  5 498,https://niederorschel.de,,,,,
Rottendorf,  5 494,No Website,,,,,
Obersontheim,  5 493,https://obersontheim.de,,,,,
"Ellrich, Stadt",  5 492,No Website,,,,,
"Zarrentin am Schaalsee, Stadt",  5 484,https://zarrentin.de,,,,,
Guxhagen,  5 481,https://guxhagen.de,,,,,
Rackwitz,  5 480,No Website,,,,,
"Velburg, St",  5 478,https://velburg.de,,,,,
"Monheim, St",  5 476,https://monheim.de,,,,,
"Eltmann, St",  5 473,https://eltmann.de,,,,,
"Tharandt, Stadt",  5 471,https://tharandt.de,,,,,
Rechberghausen,  5 471,https://rechberghausen.de,,,,,
Laboe,  5 467,https://laboe.de,,,,,
"Ingelfingen, Stadt",  5 467,https://ingelfingen.de,,,,,
Kirchdorf a.Inn,  5 462,No Website,,,,,
Ühlingen-Birkendorf,  5 459,https://uehlingen-birkendorf.de,,,,,
"Gadebusch, Stadt",  5 457,No Website,,,,,
Pommelsbrunn,  5 450,https://pommelsbrunn.de,,,,,
Estenfeld,  5 450,https://estenfeld.de,,,,,
Bernhardswald,  5 447,https://bernhardswald.de,,,,,
Ertingen,  5 444,https://ertingen.de,,,,,
"Lütjenburg, Stadt",  5 443,https://stadt-luetjenburg.de,,,,,
Nünchritz,  5 439,https://nuenchritz.de,,,,,
"Wasungen, Stadt",  5 437,https://wasungen.de,,,,,
Glashütten,  5 437,https://glashuetten.de,,,,,
Wackersdorf,  5 437,No Website,,,,,
Wiedemar,  5 436,https://wiedemar.de,,,,,
Hemhofen,  5 433,https://hemhofen.de,,,,,
"Ebstorf,Klosterflecken",  5 429,https://klosterflecken-ebstorf.de,,,,,
Baindt,  5 428,https://baindt.de,,,,,
"Oettingen i.Bay., St",  5 427,https://oettingen.de,,,,,
"Otterberg, Stadt",  5 425,No Website,,,,,
Blaufelden,  5 421,https://blaufelden.de,,,,,
"Weitnau, M",  5 421,https://weitnau.de,,,,,
Jahnsdorf/Erzgeb.,  5 411,https://jahnsdorf-erzgeb.de,,,,,
"Lindenfels, Stadt",  5 411,https://lindenfels.de,,,,,
Ovelgönne,  5 405,https://ovelgoenne.de,,,,,
Wannweil,  5 405,https://wannweil.de,,,,,
Sasbach,  5 404,https://sasbach.de,,,,,
"Thalmässing, M",  5 402,https://thalmaessing.de,,,,,
Bodenkirchen,  5 402,https://bodenkirchen.de,,,,,
Egling,  5 402,https://egling.de,,,,,
Mittelangeln,  5 401,https://gemeinde-mittelangeln.de,,,,,
Reichenau,  5 401,https://reichenau.de,,,,,
"Rockenhausen, Stadt",  5 397,No Website,,,,,
Hohenwestedt,  5 396,https://hohenwestedt.de,,,,,
Tiefenbronn,  5 395,https://tiefenbronn.de,,,,,
Calberlah,  5 394,No Website,,,,,
Büchenbach,  5 392,https://buechenbach.de,,,,,
Oberammergau,  5 392,No Website,,,,,
"Laaber, M",  5 387,No Website,,,,,
"Oberkotzau, M",  5 382,https://oberkotzau.de,,,,,
"Munderkingen, Stadt",  5 380,https://munderkingen.de,,,,,
Ranstadt,  5 374,https://ranstadt.de,,,,,
Bergrheinfeld,  5 369,https://bergrheinfeld.de,,,,,
"Mahlberg, Stadt",  5 361,https://mahlberg.de,,,,,
"Diemelstadt, Stadt",  5 354,https://diemelstadt.de,,,,,
Grävenwiesbach,  5 352,No Website,,,,,
Rangendingen,  5 349,No Website,,,,,
Obrigheim,  5 348,https://obrigheim.de,,,,,
"Glonn, M",  5 348,https://glonn.de,,,,,
Merzhausen,  5 347,https://merzhausen.de,,,,,
Erdmannhausen,  5 347,https://erdmannhausen.de,,,,,
Müden (Aller),  5 344,https://mueden-aller.de,,,,,
"Bad Hindelang, M",  5 342,https://badhindelang.de,,,,,
Sundhagen,  5 339,https://gemeinde-sundhagen.de,,,,,
Süderbrarup,  5 339,No Website,,,,,
Seubersdorf i.d.OPf.,  5 335,https://seubersdorf.de,,,,,
Großaitingen,  5 335,No Website,,,,,
Rehfelde,  5 334,No Website,,,,,
Lüdersdorf,  5 330,No Website,,,,,
Deggingen,  5 325,https://deggingen.de,,,,,
Oberaudorf,  5 324,https://oberaudorf.de,,,,,
"Külsheim, Stadt",  5 321,https://kuelsheim.de,,,,,
Amt Neuhaus,  5 320,https://amt-neuhaus.de,,,,,
Laufach,  5 317,https://laufach.de,,,,,
Warthausen,  5 314,https://warthausen.de,,,,,
Jestetten,  5 313,https://jestetten.de,,,,,
Neuhausen,  5 309,https://neuhausen.de,,,,,
"Dornburg-Camburg, Stadt",  5 307,https://dornburg-camburg.de,,,,,
Sulzbach an der Murr,  5 307,https://sulzbach-murr.de,,,,,
"Niederaula, Marktgemeinde",  5 302,https://niederaula.de,,,,,
"Waldmohr, Stadt",  5 302,https://waldmohr.de,,,,,
Trappenkamp,  5 300,https://trappenkamp.de,,,,,
"Burg Stargard, Stadt",  5 289,https://burg-stargard.de,,,,,
"Cochem, Stadt",  5 288,https://cochem.de,,,,,
"Pfreimd, St",  5 286,https://pfreimd.de,,,,,
Iffezheim,  5 285,https://iffezheim.de,,,,,
"Forchtenberg, Stadt",  5 285,https://forchtenberg.de,,,,,
Meckesheim,  5 284,https://meckesheim.de,,,,,
Kappel-Grafenhausen,  5 281,https://kappel-grafenhausen.de,,,,,
Rosengarten,  5 281,https://rosengarten.de,,,,,
"Altenstadt, M",  5 278,https://altenstadt.de,,,,,
Großschönau,  5 276,https://grossschoenau.de,,,,,
"Ruhla, Stadt",  5 273,https://ruhla.de,,,,,
Bad Boll,  5 272,https://bad-boll.de,,,,,
St. Johann,  5 271,https://st-johann.de,,,,,
"Triftern, M",  5 271,https://triftern.de,,,,,
Deining,  5 269,https://deining.de,,,,,
Schechen,  5 268,https://schechen.de,,,,,
Espenau,  5 266,https://espenau.de,,,,,
"Altentreptow, Stadt",  5 263,No Website,,,,,
"Steyerberg, Flecken",  5 263,No Website,,,,,
"Pottenstein, St",  5 263,https://pottenstein.de,,,,,
"Adelsheim, Stadt",  5 255,https://adelsheim.de,,,,,
Habichtswald,  5 254,https://habichtswald.de,,,,,
Engstingen,  5 245,https://engstingen.de,,,,,
Wermsdorf,  5 239,https://wermsdorf.de,,,,,
"Pfeffenhausen, M",  5 235,https://pfeffenhausen.de,,,,,
Brigachtal,  5 231,https://brigachtal.de,,,,,
Mühlhausen,  5 228,https://muehlhausen.de,,,,,
Erlenbach,  5 205,No Website,,,,,
"Spalt, St",  5 204,https://spalt.de,,,,,
Frensdorf,  5 203,No Website,,,,,
Bad Wiessee,  5 198,No Website,,,,,
"Freren, Stadt",  5 196,https://freren.de,,,,,
Unstrut-Hainich,  5 187,No Website,,,,,
"Kitzscher, Stadt",  5 182,https://kitzscher.de,,,,,
"Borkum, Stadt",  5 171,https://stadt-borkum.de,,,,,
Heiningen,  5 169,No Website,,,,,
Zschorlau,  5 166,No Website,,,,,
"Sulzberg, M",  5 165,https://sulzberg.de,,,,,
Übersee,  5 165,https://gemeinde-uebersee.de,,,,,
"Igensdorf, M",  5 161,No Website,,,,,
Waldems,  5 160,https://waldems.de,,,,,
"Uebigau-Wahrenbrück, Stadt",  5 159,https://uebigau-wahrenbrueck.de,,,,,
"Uebigau-Wahrenbrück, Stadt",  5 159,https://uebigau-wahrenbrueck.de,,,,,
Angelbachtal,  5 159,https://angelbachtal.de,,,,,
Lonsee,  5 157,https://lonsee.de,,,,,
Rabenau,  5 154,https://rabenau-sachsen.de,,,,,
Fahrenzhausen,  5 150,https://fahrenzhausen.de,,,,,
Heroldsbach,  5 147,https://heroldsbach.de,,,,,
Lohsa / Łaz,  5 145,https://lohsa.de,,,,,
Hügelsheim,  5 143,https://huegelsheim.de,,,,,
Bad Bellingen,  5 143,No Website,,,,,
Lenzkirch,  5 138,https://lenzkirch.de,,,,,
Weitramsdorf,  5 138,No Website,,,,,
Modautal,  5 137,https://modautal.de,,,,,
Münstertal/Schwarzwald,  5 136,https://muenstertal.de,,,,,
Reichertshausen,  5 136,https://reichertshausen.de,,,,,
Driedorf,  5 135,https://driedorf.de,,,,,
"Wiggensbach, M",  5 135,https://wiggensbach.de,,,,,
"Oberthulba, M",  5 125,No Website,,,,,
"Großheubach, M",  5 122,https://grossheubach.de,,,,,
"Falkenstein/Harz, Stadt",  5 120,https://falkenstein-harz.de,,,,,
Achstetten,  5 120,https://achstetten.de,,,,,
Ötigheim,  5 119,https://oetigheim.de,,,,,
"Hofheim i.UFr., St",  5 116,https://hofheim.de,,,,,
Osterrönfeld,  5 114,https://osterroenfeld.de,,,,,
Sulzfeld,  5 114,https://sulzfeld.de,,,,,
"Naumburg, Stadt",  5 111,https://naumburg.de,,,,,
Wesertal,  5 110,No Website,,,,,
"Hitzacker (Elbe), Stadt",  5 107,No Website,,,,,
Haßmersheim,  5 102,https://hassmersheim.de,,,,,
Bennewitz,  5 101,No Website,,,,,
Lensahn,  5 101,https://lensahn.de,,,,,
Lindern (Oldenburg),  5 098,No Website,,,,,
"Erbendorf, St",  5 098,No Website,,,,,
Waldbüttelbrunn,  5 097,No Website,,,,,
Moosthenning,  5 097,https://moosthenning.de,,,,,
"Fischach, M",  5 094,https://fischach.de,,,,,
Eckersdorf,  5 092,https://eckersdorf.de,,,,,
Wettstetten,  5 090,https://wettstetten.de,,,,,
Brachttal,  5 089,https://brachttal.de,,,,,
Karlskron,  5 088,No Website,,,,,
Krauchenwies,  5 087,https://krauchenwies.de,,,,,
Molfsee,  5 086,https://molfsee.de,,,,,
Breitenbrunn/Erzgeb.,  5 084,https://breitenbrunn.de,,,,,
"Röbel/Müritz, Stadt",  5 075,https://roebel-mueritz.de,,,,,
Chieming,  5 074,https://chieming.de,,,,,
"Ronneburg, Stadt",  5 071,https://ronneburg.de,,,,,
Contwig,  5 071,No Website,,,,,
Allmersbach im Tal,  5 071,https://allmersbach-im-tal.de,,,,,
"Schwaan, Stadt",  5 070,https://schwaan.de,,,,,
Uttenreuth,  5 070,https://uttenreuth.de,,,,,
Wörthsee,  5 069,No Website,,,,,
Talheim,  5 068,https://talheim.de,,,,,
Süsel,  5 063,No Website,,,,,
"Arzberg, St",  5 062,https://arzberg.de,,,,,
"Uchte, Flecken",  5 053,No Website,,,,,
Zolling,  5 051,No Website,,,,,
Petersaurach,  5 050,https://petersaurach.de,,,,,
Arnsdorf,  5 047,No Website,,,,,
Drebach,  5 045,No Website,,,,,
"Hahnbach, M",  5 042,https://hahnbach.de,,,,,
"Unkel, Stadt",  5 038,No Website,,,,,
"Lichtenau, Stadt",  5 035,https://lichtenau.de,,,,,
Burgwald,  5 034,https://burgwald.de,,,,,
Steißlingen,  5 034,https://steisslingen.de,,,,,
Oerlenbach,  5 034,https://oerlenbach.de,,,,,
Bergen,  5 034,https://bergen.de,,,,,
Abstatt,  5 029,https://abstatt.de,,,,,
"Creußen, St",  5 027,https://stadt-creussen.de,,,,,
Westerrönfeld,  5 026,No Website,,,,,
Unterensingen,  5 021,https://unterensingen.de,,,,,
Oberteuringen,  5 021,https://oberteuringen.de,,,,,
"Windorf, M",  5 020,https://windorf.de,,,,,
Krayenberggemeinde,  5 018,https://krayenberggemeinde.de,,,,,
Rheinzabern,  5 018,No Website,,,,,
Wilhelmsdorf,  5 018,https://wilhelmsdorf.de,,,,,
"Wörth a.d.Donau, St",  5 014,https://woerth.de,,,,,
Brensbach,  5 013,https://brensbach.de,,,,,
Fronreute,  5 013,https://fronreute.de,,,,,
"Zapfendorf, M",  5 013,https://zapfendorf.de,,,,,
Mockrehna,  5 011,https://mockrehna.de,,,,,
Frankenhardt,  5 011,https://frankenhardt.de,,,,,
"Rotthalmünster, M",  5 009,https://rotthalmuenster.de,,,,,
"Vacha, Stadt",  5 006,https://vacha.de,,,,,
Rust,  5 002,https://rust.de,,,,,
Winnweiler,  5 001,No Website,,,,,
Wehretal,  4 999,https://wehretal.de,,,,,
Bibertal,  4 999,https://bibertal.de,,,,,
Marxzell,  4 997,https://marxzell.de,,,,,
